From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_region,To_district,To_ward,To_latitude,To_longitude,To_bank_type,To_bank_name,To_weekend_trading,To_yr_started,To_yr_started_reformatted,Total_Kilometers
37,530,2,,7409,-8.54133837,31.90562393,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,71.34442106
38,412,1,,5355,-2.8433144,33.08111425,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,1.34948459
38,199,2,,5355,-2.8433144,33.08111425,Mwanza,Nyamagana,Nyamagana,-2.6012,32.90016,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,33.49048139
39,319,1,,1437,-4.46080829,35.68937665,Manyara,Babati,Babati,-4.21459,35.7479,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,27.99124197
39,528,2,,1437,-4.46080829,35.68937665,Manyara,Babati,Babati,-4.21416,35.74862,Commercial Bank,Tanzania Postal Bank,No,01/01/07,2007-1-01,28.05611441
40,413,1,,4574,-2.60263222,33.42277673,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,2.51866898
40,412,2,,4574,-2.60263222,33.42277673,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,45.95481796
41,498,1,,263,-6.20919639,39.2182706,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,1.57230427
41,499,2,,263,-6.20919639,39.2182706,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,3.63595186
42,384,1,,5197,-9.0507339,33.2901,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93526,33.34227,Commercial Bank,National Microfinance Bank Plc,Yes,01/08/10,2010-8-01,14.00078493
42,197,2,,5197,-9.0507339,33.2901,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93587,33.35067,Commercial Bank,CRDB Bank Plc,Yes,10/12/10,2010-12-01,14.34411563
43,339,1,,5606,-3.43201317,31.50892635,Kigoma,Kibondo,Kibondo Mjini,-3.58551,30.71895,Commercial Bank,National Microfinance Bank Plc,Yes,24/01/90,1990-1-01,89.40202803
44,584,1,,41,-6.84967083,39.22503316,Dar es Salaam,Ilala,Segerea,-6.84579,39.21415,Community Bank,Dar es Salaam Community Bank,Yes,07/10/13,2013-10-01,1.27719555
44,585,2,,41,-6.84967083,39.22503316,Dar es Salaam,Ilala,Segerea,-6.84386,39.21177,Community Bank,Dar es Salaam Community Bank,Yes,08/08/13,2013-8-01,1.60065461
45,435,1,,5799,-4.45394599,38.32840683,Tanga,Lushoto,Lushoto,-4.79396,38.29226,Commercial Bank,National Microfinance Bank Plc,Yes,31/10/97,1997-10-01,37.81257932
45,434,2,,5799,-4.45394599,38.32840683,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.14172748
46,498,1,,3259,-6.18764803,39.2158226,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,1.10409422
46,499,2,,3259,-6.18764803,39.2158226,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,1.54728742
47,499,1,,403,-6.20018651,39.25398506,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,4.11783879
47,498,2,,403,-6.20018651,39.25398506,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,4.71249035
48,317,1,,5088,-4.49381299,35.07229037,Manyara,Hanang,Katesh,-4.52276,35.37691,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/95,1995-7-01,33.95709883
48,144,2,,5088,-4.49381299,35.07229037,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,50.391809
49,131,1,,308,-3.35181853,37.34917947,Kilimanjaro,Rombo,Olele,-3.34935,37.34385,Commercial Bank,CRDB Bank Plc,Yes,08/06/00,2000-6-01,0.65214049
49,269,2,,308,-3.35181853,37.34917947,Kilimanjaro,Moshi Urban,Kilimanjaro,-3.34794,37.34457,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,05/11/12,2012-11-01,0.66808814
50,153,1,,5239,-4.20011075,34.82144885,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,46.8257278
50,344,2,,5239,-4.20011075,34.82144885,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,46.8381239
51,211,1,,8063,-2.1213089,33.05953356,Mwanza,Ilemela,Kirumba,-2.50621,32.89499,Commercial Bank,CRDB Bank Plc,Yes,09/02/93,1993-2-01,46.32916385
51,294,2,,8063,-2.1213089,33.05953356,Mwanza,Ilemela,Ilemela,-2.50981,32.90316,Commercial Bank,I & M Bank (Tanzania) Limited,Yes,16/01/11,2011-1-01,46.34647484
52,332,1,,4812,-7.84974328,31.43521932,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,22.88593516
52,443,2,,4812,-7.84974328,31.43521932,Rukwa,Sumbawanga Urban,Katandala,-7.96276,31.61349,Commercial Bank,NBC Bank Limited,Yes,18/02/72,1972-2-01,23.29483326
53,332,1,,476,-7.95438628,31.60717072,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,0.73280724
53,443,2,,476,-7.95438628,31.60717072,Rukwa,Sumbawanga Urban,Katandala,-7.96276,31.61349,Commercial Bank,NBC Bank Limited,Yes,18/02/72,1972-2-01,1.15891298
54,153,1,,7824,-4.47456258,34.18417134,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,32.703441
54,344,2,,7824,-4.47456258,34.18417134,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,32.87578491
55,310,1,,5910,-5.87535577,39.25608884,Zanzibar,Zanzibar,Mwakaje,-6.15717,39.19412,Commercial Bank,KCB Bank (Tanzania) Limited,No,28/07/11,2011-7-01,31.91104634
55,502,2,,5910,-5.87535577,39.25608884,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,31.98740185
56,611,1,,9081,-4.07137559,37.98836916,Kilimanjaro,Same,Same Mjini,-4.06781,37.7411,Community Bank,Mwanga Rural Community Bank,Yes,03/12/12,2012-12-01,27.45976955
56,335,2,,9081,-4.07137559,37.98836916,Kilimanjaro,Same,Same Mjini,-4.06711,37.73741,Commercial Bank,National Microfinance Bank Plc,Yes,05/08/75,1975-8-01,27.87067374
57,338,1,,4998,-5.13490711,34.77138685,Singida,Singida Urban,Majengo,-4.81879,34.75187,Commercial Bank,National Microfinance Bank Plc,Yes,10/03/00,2000-3-01,35.02400356
57,144,2,,4998,-5.13490711,34.77138685,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,35.12051985
58,430,1,,3451,-1.7501693,31.61118817,Kagera,Muleba,Muleba,-1.845,31.64795,Commercial Bank,National Microfinance Bank Plc,No,18/11/97,1997-11-01,11.2554642
58,601,2,,3451,-1.7501693,31.61118817,Kagera,Bukoba Urban,Birere,-1.33703,31.81703,Community Bank,Kagera Farmers Co-operative Bank,No,06/09/04,2004-9-01,51.1039017
59,492,1,,4111,-10.37858188,39.8409872,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,39.06480969
59,409,2,,4111,-10.37858188,39.8409872,Mtwara,Mtwara Urban,Vigaeni,-10.27206,40.18435,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/89,1989-10-01,39.4105018
60,153,1,,5478,-4.39513424,34.52822164,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,18.34652259
60,344,2,,5478,-4.39513424,34.52822164,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,18.65017439
61,340,1,,8133,-8.16745018,36.33011314,Morogoro,Kilombero,Ifakara,-8.13761,36.67976,Commercial Bank,National Microfinance Bank Plc,Yes,11/04/99,1999-4-01,38.67282582
61,140,2,,8133,-8.16745018,36.33011314,Morogoro,Kilombero,Ifakara,-8.09695,36.6809,Commercial Bank,CRDB Bank Plc,Yes,15/10/13,2013-10-01,39.437772
62,212,1,,2609,-6.16293434,39.19122093,Zanzibar,Zanzibar,Mbuzini,-6.16354,39.19121,Commercial Bank,CRDB Bank Plc,No,10/08/09,2009-8-01,0.06699535
62,233,2,,2609,-6.16293434,39.19122093,Zanzibar,Zanzibar,Kama,-6.1617,39.189,Commercial Bank,Diamond Trust Bank (Tanzania) Limited,No,01/06/11,2011-6-01,0.28117512
63,421,1,,943,-5.07465668,38.45269443,Tanga,Korogwe,Korogwe,-5.15729,38.44849,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,9.14974077
63,138,2,,943,-5.07465668,38.45269443,Tanga,Korogwe,Korogwe,-5.15813,38.44886,Commercial Bank,CRDB Bank Plc,Yes,14/03/08,2008-3-01,9.24052434
64,442,1,,2121,-4.4352472,34.86985056,Singida,Singida Urban,Ipembe,-4.81517,34.74944,Commercial Bank,NBC Bank Limited,Yes,07/02/08,2008-2-01,44.08573263
64,144,2,,2121,-4.4352472,34.86985056,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,44.25218965
65,532,1,,5583,-4.61259416,29.78251433,Kigoma,Kigoma Urban,Kigoma town,-4.87856,29.62983,Commercial Bank,Tanzania Postal Bank,Yes,29/09/12,2012-9-01,33.94012159
65,330,2,,5583,-4.61259416,29.78251433,Kigoma,Kigoma Urban,Kigoma town,-4.88017,29.63155,Commercial Bank,National Microfinance Bank Plc,No,27/11/83,1983-11-01,34.00010291
66,65,1,,109,-6.8588504,39.233016,Dar es Salaam,Ilala,Vingunguti,-6.84489,39.24286,Commercial Bank,Bank of Africa (Tanzania) Limited,No,15/09/09,2009-9-01,1.88876254
66,414,2,,109,-6.8588504,39.233016,Mtwara,Tandahimba,Tandahimba,-6.85979,39.21327,Commercial Bank,National Microfinance Bank Plc,Yes,19/11/09,2009-11-01,2.18495324
67,186,1,,3268,-3.3916983,37.55031175,Kilimanjaro,Moshi Rural,Marangu Magharibi,-3.28452,37.52281,Commercial Bank,CRDB Bank Plc,No,15/05/10,2010-5-01,12.23930726
67,391,2,,3268,-3.3916983,37.55031175,Kilimanjaro,Moshi Rural,Marangu Magharibi,-3.28403,37.52312,Commercial Bank,National Microfinance Bank Plc,No,20/01/08,2008-1-01,12.28326407
68,434,1,,2591,-4.87498309,38.44759854,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,17.49544066
68,435,2,,2591,-4.87498309,38.44759854,Tanga,Lushoto,Lushoto,-4.79396,38.29226,Commercial Bank,National Microfinance Bank Plc,Yes,31/10/97,1997-10-01,19.42130474
69,148,1,,6068,-6.85499805,30.5299179,Rukwa,Mpanda,Kashaulili,-6.34465,31.06997,Commercial Bank,CRDB Bank Plc,Yes,17/08/11,2011-8-01,82.17119995
69,341,2,,6068,-6.85499805,30.5299179,Rukwa,Mpanda,Kashaulili,-6.33951,31.07014,Commercial Bank,National Microfinance Bank Plc,Yes,27/08/74,1974-8-01,82.57646378
70,177,1,,9318,-6.81695795,39.08602637,Dar es Salaam,Kinondoni,Mbezi,-6.78708,39.11255,Commercial Bank,CRDB Bank Plc,No,02/01/11,2011-1-01,4.41747904
70,176,2,,9318,-6.81695795,39.08602637,Dar es Salaam,Kinondoni,Mbezi,-6.78742,39.15703,Commercial Bank,CRDB Bank Plc,Yes,23/01/12,2012-1-01,8.50145071
71,357,1,,7191,-5.76921791,37.25095258,Tanga,Kilindi,Songe,-5.57134,37.28975,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/08,2008-12-01,22.30043333
71,174,2,,7191,-5.76921791,37.25095258,Dodoma,Kongwa,Kibaigwa,-6.08117,36.64954,Commercial Bank,CRDB Bank Plc,Yes,15/01/12,2012-1-01,74.99855683
72,407,1,,3865,-5.18536157,38.77041211,Tanga,Muheza,Majengo,-5.17676,38.79311,Commercial Bank,National Microfinance Bank Plc,Yes,25/03/97,1997-3-01,2.69023406
72,138,2,,3865,-5.18536157,38.77041211,Tanga,Korogwe,Korogwe,-5.15813,38.44886,Commercial Bank,CRDB Bank Plc,Yes,14/03/08,2008-3-01,35.77721445
73,50,1,,9012,-2.12081598,33.4913135,Mwanza,Magu,Mkula,-2.24681,33.84891,Commercial Bank,Azania Bank Limited,Yes,24/01/10,2010-1-01,42.14790786
73,413,2,,9012,-2.12081598,33.4913135,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,52.34604617
74,276,1,,4188,-3.20474232,35.94439216,Arusha,Karatu,Karatu,-3.33885,35.67967,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,22/11/08,2008-11-01,32.94700576
74,425,2,,4188,-3.20474232,35.94439216,Arusha,Karatu,Karatu,-3.33864,35.67838,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/78,1978-1-01,33.06469837
75,344,1,,4054,-4.08891663,34.73577659,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,42.11065243
75,153,2,,4054,-4.08891663,34.73577659,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,42.21902774
76,401,1,,2304,-10.81701696,39.52648762,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,12.70823235
76,408,2,,2304,-10.81701696,39.52648762,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,78.35386476
77,359,1,,4215,-9.1714299,33.81921575,Mbeya,Rungwe,Bulyaga,-9.25881,33.64597,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/97,1997-2-01,21.35091228
77,463,2,,4215,-9.1714299,33.81921575,Mbeya,Rungwe,Bulyaga,-9.25808,33.64527,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01,21.38324614
78,606,1,,2257,-10.92659987,35.27889579,Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01,30.55453686
78,383,2,,2257,-10.92659987,35.27889579,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,31.01106735
79,442,1,,4098,-4.7608695,34.58138983,Singida,Singida Urban,Ipembe,-4.81517,34.74944,Commercial Bank,NBC Bank Limited,Yes,07/02/08,2008-2-01,19.58559218
79,338,2,,4098,-4.7608695,34.58138983,Singida,Singida Urban,Majengo,-4.81879,34.75187,Commercial Bank,National Microfinance Bank Plc,Yes,10/03/00,2000-3-01,19.96708565
80,343,1,,2224,-8.80357035,34.22391666,Iringa,Makete,Lupalilo,-9.25803,34.09861,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/97,1997-7-01,52.11795438
80,614,2,,2224,-8.80357035,34.22391666,Iringa,Makete,Lupalilo,-9.25801,34.08937,Community Bank,Njombe Community Bank,Yes,27/10/11,2011-10-01,52.39355584
81,492,1,,3036,-10.25866574,39.92090081,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,28.70725955
81,409,2,,3036,-10.25866574,39.92090081,Mtwara,Mtwara Urban,Vigaeni,-10.27206,40.18435,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/89,1989-10-01,28.89865953
82,614,1,,8663,-8.97338226,33.95753347,Iringa,Makete,Lupalilo,-9.25801,34.08937,Community Bank,Njombe Community Bank,Yes,27/10/11,2011-10-01,34.65590657
82,343,2,,8663,-8.97338226,33.95753347,Iringa,Makete,Lupalilo,-9.25803,34.09861,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/97,1997-7-01,35.09473763
83,427,1,,6428,-2.57817849,36.77668467,Arusha,Monduli,Namanga,-2.55923,36.78033,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/13,2013-10-01,2.13411792
83,428,2,,6428,-2.57817849,36.77668467,Arusha,Monduli,Namanga,-2.54898,36.78584,Commercial Bank,National Microfinance Bank Plc,No,20/02/05,2005-2-01,3.38540244
84,180,1,,3349,-4.77610692,33.23833852,Tabora,Tabora Urban,Gongoni,-5.01904,32.80957,Commercial Bank,CRDB Bank Plc,Yes,13/02/14,2014-2-01,54.62017071
84,553,2,,3349,-4.77610692,33.23833852,Tabora,Tabora Urban,Kanyenye,-5.02292,32.80934,Commercial Bank,Tanzania Postal Bank,Yes,23/04/02,2002-4-01,54.85448193
85,426,1,,3100,-3.35550934,36.49438633,Arusha,Monduli,Monduli Mjini,-3.29897,36.44644,Commercial Bank,National Microfinance Bank Plc,No,01/01/70,1970-1-01,8.21460393
85,195,2,,3100,-3.35550934,36.49438633,Arusha,Arumeru,Kimnyaki,-3.31998,36.63628,Commercial Bank,CRDB Bank Plc,No,10/07/13,2013-7-01,16.25096499
86,401,1,,4643,-10.79375272,39.4227129,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,23.0394472
86,408,2,,4643,-10.79375272,39.4227129,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,66.77324635
87,392,1,,1685,-4.19186898,33.12874096,Tabora,Nzega,Nzega Mjini,-4.21614,33.1867,Commercial Bank,National Microfinance Bank Plc,Yes,04/04/02,2002-4-01,6.97202511
87,491,2,,1685,-4.19186898,33.12874096,Tabora,Nzega,Nzega Mjini,-4.21839,33.19507,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,18/02/04,2004-2-01,7.92646738
88,412,1,,7137,-2.8563705,33.28017787,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,22.66214978
88,413,2,,7137,-2.8563705,33.28017787,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,34.3950121
89,140,1,,8145,-8.08809883,36.68166251,Morogoro,Kilombero,Ifakara,-8.09695,36.6809,Commercial Bank,CRDB Bank Plc,Yes,15/10/13,2013-10-01,0.98250924
89,340,2,,8145,-8.08809883,36.68166251,Morogoro,Kilombero,Ifakara,-8.13761,36.67976,Commercial Bank,National Microfinance Bank Plc,Yes,11/04/99,1999-4-01,5.47977404
90,166,1,,3596,-1.33126327,33.80811049,Mara,Musoma Urban,Mukendo,-1.49542,33.8079,Commercial Bank,CRDB Bank Plc,Yes,10/09/11,2011-9-01,18.15163674
90,445,2,,3596,-1.33126327,33.80811049,Mara,Musoma Urban,Mukendo,-1.4987,33.80921,Commercial Bank,NBC Bank Limited,Yes,10/08/10,2010-8-01,18.5147095
91,123,1,,7297,-4.2001265,32.3258252,Shinyanga,Kahama,Kahama Mjini,-3.82759,32.59607,Commercial Bank,CRDB Bank Plc,Yes,14/02/03,2003-2-01,50.96701139
91,70,2,,7297,-4.2001265,32.3258252,Shinyanga,Kahama,Kahama Mjini,-3.82737,32.5965,Commercial Bank,Bank of Africa (Tanzania) Limited,No,08/02/13,2013-2-01,51.0147964
92,353,1,,7775,-10.48865361,39.02788544,Lindi,Nachingwea,Nambambo,-10.36237,38.76124,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,32.36540718
92,133,2,,7775,-10.48865361,39.02788544,Lindi,Nachingwea,Nambambo,-10.3605,38.76145,Commercial Bank,CRDB Bank Plc,Yes,08/10/13,2013-10-01,32.43460552
93,499,1,,642,-6.1544148,39.22299219,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,2.50525256
93,502,2,,642,-6.1544148,39.22299219,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,2.66806776
94,606,1,,5075,-11.12513713,35.17390472,Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01,26.98136155
94,383,2,,5075,-11.12513713,35.17390472,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,27.33052707
95,353,1,,7790,-10.48812753,39.02828729,Lindi,Nachingwea,Nambambo,-10.36237,38.76124,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,32.38009047
95,133,2,,7790,-10.48812753,39.02828729,Lindi,Nachingwea,Nambambo,-10.3605,38.76145,Commercial Bank,CRDB Bank Plc,Yes,08/10/13,2013-10-01,32.44885557
96,606,1,,3302,-11.02328046,35.12391803,Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01,15.65221464
96,383,2,,3302,-11.02328046,35.12391803,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,16.06780399
97,146,1,,3089,-8.18948204,31.85021646,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,35.58997272
97,530,2,,3089,-8.18948204,31.85021646,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,35.88142109
98,156,1,,6427,-1.55795735,31.46215414,Kagera,Karagwe,Kayanga,-1.53655,31.15448,Commercial Bank,CRDB Bank Plc,No,19/02/05,2005-2-01,34.3194564
98,430,2,,6427,-1.55795735,31.46215414,Kagera,Muleba,Muleba,-1.845,31.64795,Commercial Bank,National Microfinance Bank Plc,No,18/11/97,1997-11-01,37.87894448
99,613,1,,8077,-9.33607197,34.76558039,Iringa,Njombe,Njombe Mjini,-9.33645,34.76739,Community Bank,Njombe Community Bank,No,28/02/12,2012-2-01,0.20313921
99,327,2,,8077,-9.33607197,34.76558039,Iringa,Njombe,Njombe Mjini,-9.33152,34.76814,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/85,1985-7-01,0.57666056
100,493,1,,6102,-2.3441446,32.29518205,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,51.40932146
100,437,2,,6102,-2.3441446,32.29518205,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,51.49147592
101,606,1,,3282,-11.0578766,35.11872913,Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01,17.47649969
101,383,2,,3282,-11.0578766,35.11872913,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,17.84208538
102,207,1,,6054,-1.34474919,31.65856645,Kagera,Bukoba Urban,Bakoba,-1.3298,31.81031,Commercial Bank,CRDB Bank Plc,Yes,12/07/74,1974-7-01,16.96814828
102,561,2,,6054,-1.34474919,31.65856645,Kagera,Bukoba Urban,Mimbeni,-1.32979,31.81142,Commercial Bank,Tanzania Postal Bank,No,04/05/00,2000-5-01,17.09120817
103,561,1,,4864,-1.32187218,31.81751834,Kagera,Bukoba Urban,Mimbeni,-1.32979,31.81142,Commercial Bank,Tanzania Postal Bank,No,04/05/00,2000-5-01,1.10776254
103,202,2,,4864,-1.32187218,31.81751834,Kagera,Bukoba Urban,Mimbeni,-1.33036,31.81213,Commercial Bank,CRDB Bank Plc,No,09/10/07,2007-10-01,1.11376584
104,499,1,,7770,-6.19282111,39.25603112,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,3.86670945
104,498,2,,7770,-6.19282111,39.25603112,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,4.94125478
105,477,1,,1360,-3.36635132,36.68723649,Arusha,Arusha,Kati,-3.3709,36.68541,Commercial Bank,NBC Bank Limited,Yes,18/10/12,2012-10-01,0.54239967
105,51,2,,1360,-3.36635132,36.68723649,Arusha,Arusha,Levolosi,-3.37179,36.68471,Commercial Bank,Azania Bank Limited,Yes,13/12/06,2006-12-01,0.66370639
106,188,1,,1924,-3.00519716,31.92444675,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,36.40108528
106,411,2,,1924,-3.00519716,31.92444675,Mwanza,Geita,Kalangala,-2.8732,32.22879,Commercial Bank,National Microfinance Bank Plc,No,16/01/99,1999-1-01,36.8490191
107,321,1,,5752,-4.10593856,35.18115677,Manyara,Mbulu,Mbulu Mjini,-3.85642,35.54205,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.65753739
